SongID,Performer,Song,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_album,spotify_track_explicit,spotify_track_duration_ms,spotify_track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre,genre_larger
Blame ItJamie Foxx Featuring T-Pain,Jamie Foxx Featuring T-Pain,Blame It,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary']",08uGhvS5MfBk7crUCpnjva,https://p.scdn.co/mp3-preview/97d51ba563a024d39d76c2eb3296a9f090023a2c?cid=b8d3901151d34489a160e3cf0ab1fa94,Intuition,True,289746.0,67.0,0.673,0.614,7.0,-5.426,1.0,0.103,0.0782,0.0,0.139,0.362,176.052,4.0,dance pop,pop
A Thousand MilesVanessa Carlton,Vanessa Carlton,A Thousand Miles,"['acoustic pop', 'dance pop', 'lilith', 'neo mellow', 'piano rock', 'pop rock']",4w1lzcaoZ1IC2K5TwjalRP,,Be Not Nobody,False,237493.0,77.0,0.56,0.825,11.0,-3.862,1.0,0.0379,0.323,0.0,0.161,0.268,94.931,4.0,dance pop,pop
Sorry 2004Ruben Studdard,Ruben Studdard,Sorry 2004,"['gospel r&b', 'new jack swing', 'r&b', 'urban contemporary']",2u34ZVPVlr7hfN7vDr1512,https://p.scdn.co/mp3-preview/a4aeeefef8b5b4297d701fde8d9153e4b32e6f1d?cid=b8d3901151d34489a160e3cf0ab1fa94,Soulful,False,261866.0,41.0,0.721,0.472,9.0,-7.574,1.0,0.0619,0.076,0.0,0.332,0.462,129.964,4.0,r&b,r&b
I Wanna KnowJoe,Joe,I Wanna Know,"['bronx hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap', 'trap']",1m2xMsxbtxv21Brome189p,https://p.scdn.co/mp3-preview/2edf856cc617c86cbd1eccf339824bce05d9727f?cid=b8d3901151d34489a160e3cf0ab1fa94,My Name Is Joe,False,296693.0,65.0,0.725,0.487,8.0,-5.959,0.0,0.0368,0.26,1.09e-05,0.431,0.599,136.086,4.0,pop rap,rap
Gal Yuh Ah LeadT.O.K.,T.O.K.,Gal Yuh Ah Lead,['dancehall'],4ex9m6RWw8PcfAZEaktdBL,https://p.scdn.co/mp3-preview/9ee5fd35f4e513fa2d0d374248374e90416a52fb?cid=b8d3901151d34489a160e3cf0ab1fa94,Biggest Ragga Dancehall Anthems 2004,False,212800.0,12.0,0.683,0.724,0.0,-4.839,0.0,0.282,0.275,0.0,0.065,0.691,98.711,4.0,dancehall,dancehall
Me & UCassie,Cassie,Me & U,"['dance pop', 'deep pop r&b', 'hip pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",7k6IzwMGpxnRghE7YosnXT,https://p.scdn.co/mp3-preview/af06bccc66a9062aa4655fdd22c151c4ae577a54?cid=b8d3901151d34489a160e3cf0ab1fa94,Cassie (U.S. Version),False,192213.0,73.0,0.803,0.454,8.0,-4.802,0.0,0.0294,0.352,0.0,0.0655,0.739,99.99,4.0,dance pop,pop
Marry MeTrain,Train,Marry Me,"['neo mellow', 'pop', 'pop rock']",2MWOqewf5j0qf2b6S5J6cS,https://p.scdn.co/mp3-preview/f438665170d51790dc1c99fdfbec149b4a8d5e5f?cid=b8d3901151d34489a160e3cf0ab1fa94,Sav M,False,205453.0,73.0,0.461,0.267,0.0,-8.514,1.0,0.0278,0.834,2.03e-05,0.107,0.481,87.918,4.0,pop,pop
Let Her GoPassenger,Passenger,Let Her Go,"['folk-pop', 'neo mellow', 'pop', 'pop rock']",0JmiBCpWc1IAc0et7Xm7FL,https://p.scdn.co/mp3-preview/043435de75e5889850d1caa8a479d5168ecf5ff3?cid=b8d3901151d34489a160e3cf0ab1fa94,All the Little Lights (Deluxe Version),False,252733.0,76.0,0.479,0.545,7.0,-7.346,1.0,0.0688,0.365,0.0,0.0963,0.244,74.897,4.0,pop,pop
King Without A CrownMatisyahu,Matisyahu,King Without A Crown,['reggae fusion'],3NkIfsiFHnljGrlXSD2AJ3,https://p.scdn.co/mp3-preview/b163164364bebef3aafa1fc50f5c704656e91d89?cid=b8d3901151d34489a160e3cf0ab1fa94,Youth,False,222386.0,56.0,0.697,0.859,5.0,-5.306,0.0,0.19,0.0349,0.0,0.0931,0.696,93.78,4.0,reggae fusion,reggae fusion
Leave The Night OnSam Hunt,Sam Hunt,Leave The Night On,"['contemporary country', 'country pop']",3wx2kQWPn9p5UppQbNhPAk,,Montevallo,False,192160.0,66.0,0.514,0.951,9.0,-3.813,1.0,0.0603,0.0951,0.0,0.349,0.838,171.96,4.0,contemporary country,country
Misery BusinessParamore,Paramore,Misery Business,"['candy pop', 'emo', 'pixie', 'pop emo', 'pop punk']",6SpLc7EXZIPpy0sVko0aoU,https://p.scdn.co/mp3-preview/d4aacf7e02038a401759df9a908756e4f71de0fb?cid=b8d3901151d34489a160e3cf0ab1fa94,RIOT!,False,211520.0,72.0,0.517,0.906,1.0,-3.677,1.0,0.0735,0.00272,9.26e-06,0.113,0.731,172.977,4.0,pop punk,pop
Me EnamoraJuanes,Juanes,Me Enamora,"['colombian pop', 'cumbia', 'latin', 'latin pop', 'mexican pop', 'pop', 'rock en espanol', 'tropical']",5BY0p2EH4EznNZ0MFD9mjt,,La Vida Es Un Ratico,False,192613.0,63.0,0.684,0.85,4.0,-3.867,0.0,0.034,0.0173,0.0,0.0913,0.922,94.003,4.0,pop,pop
Good TimeAlan Jackson,Alan Jackson,Good Time,"['contemporary country', 'country', 'country road']",6lyKOW0FNW6aAZdKVgoM8m,https://p.scdn.co/mp3-preview/19784353976379a15fdcb3a69a27bb03caceb05a?cid=b8d3901151d34489a160e3cf0ab1fa94,Good Time,False,306773.0,59.0,0.652,0.767,9.0,-10.445,1.0,0.0372,0.0355,6.92e-06,0.397,0.73,132.017,4.0,country,country
Like Jesus DoesEric Church,Eric Church,Like Jesus Does,"['contemporary country', 'country', 'country road', 'modern country rock']",3wxgj5N8ZKoZWHDw6FJUf2,,Chief,False,198733.0,56.0,0.576,0.355,1.0,-8.388,1.0,0.033,0.439,4.55e-05,0.13,0.299,137.232,4.0,country,country
Girl ToniteTwista Featuring Trey Songz,Twista Featuring Trey Songz,Girl Tonite,"['chicago rap', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'trap']",7zIxcV689lVTl924lAf9Kn,https://p.scdn.co/mp3-preview/057ae28ce6602a8c917b36acdc833eba39f57306?cid=b8d3901151d34489a160e3cf0ab1fa94,The Day After,True,221373.0,48.0,0.668,0.724,7.0,-5.953,1.0,0.0536,0.00551,0.0,0.218,0.318,148.522,4.0,dance pop,pop
Must Be Doin' Somethin' RightBilly Currington,Billy Currington,Must Be Doin' Somethin' Right,"['contemporary country', 'country', 'country road', 'modern country rock']",6TefPQD0oc88BNALpu4U87,,Doin' Somethin' Right,False,269586.0,64.0,0.486,0.656,9.0,-3.36,1.0,0.0275,0.212,0.0,0.0555,0.395,167.804,4.0,country,country
MaybeSick Puppies,Sick Puppies,Maybe,"['alternative metal', 'christian rock', 'nu metal', 'post-grunge', 'rap rock']",0nbaoA1FPNt1tRnbXB6FFa,,Tri-polar,False,206120.0,42.0,0.437,0.913,7.0,-4.315,1.0,0.0972,0.0171,0.0,0.284,0.537,167.861,4.0,post-grunge,post-grunge
No Church In The WildJay Z Kanye West Featuring Frank Ocean,Jay Z Kanye West Featuring Frank Ocean,No Church In The Wild,[],7r6PigmGzlB3YPB7wvBBbi,,Watch The Throne,True,272506.0,63.0,,,,,,,,,,,,,,
Meanwhile Back At Mama'sTim McGraw Featuring Faith Hill,Tim McGraw Featuring Faith Hill,Meanwhile Back At Mama's,"['contemporary country', 'country', 'country road']",2rO28hRLDbsenVjeWvwqQz,,Sundown Heaven Town (Deluxe Edition),False,228106.0,54.0,0.524,0.679,6.0,-8.68,1.0,0.0435,0.583,5.79e-05,0.163,0.676,172.977,4.0,country,country
Earned It (Fifty Shades Of Grey)The Weeknd,The Weeknd,Earned It (Fifty Shades Of Grey),"['canadian contemporary r&b', 'canadian pop', 'pop']",4frLb7nWtsz2ymBE6k2GRP,,Beauty Behind The Madness,True,277680.0,72.0,0.647,0.291,2.0,-8.275,0.0,0.0363,0.408,0.0,0.0771,0.4,119.839,3.0,pop,pop
Just DanceLady Gaga Featuring Colby O'Donis,Lady Gaga Featuring Colby O'Donis,Just Dance,"['dance pop', 'pop']",6HkjpGIOHv4y0IBAxUbE5z,,The Fame,False,241933.0,68.0,0.822,0.753,1.0,-4.499,0.0,0.0332,0.0337,1.76e-05,0.218,0.709,118.982,4.0,dance pop,pop
Got Me GoingDAY26,DAY26,Got Me Going,"['boy band', 'deep pop r&b', 'hip pop', 'r&b', 'urban contemporary']",6Qqp1NCiy8Ps6EtOL1yjeb,https://p.scdn.co/mp3-preview/14253ebfa0cbf0282999222261ba39c79d34f9fc?cid=b8d3901151d34489a160e3cf0ab1fa94,DAY26,False,282373.0,40.0,0.755,0.728,5.0,-6.676,0.0,0.0786,0.0914,0.0,0.0937,0.537,108.816,4.0,r&b,r&b
Mirror MirrorM2M,M2M,Mirror Mirror,"['candy pop', 'dance pop', 'europop', 'girl group', 'norwegian pop', 'pop rock']",2gX1J5hbHs1V7gkHsNglTv,https://p.scdn.co/mp3-preview/b03f89c8957d3bd76ad00af0bfa3a9331377fdfc?cid=b8d3901151d34489a160e3cf0ab1fa94,Shades Of Purple,False,200426.0,54.0,0.696,0.685,1.0,-5.53,0.0,0.0246,0.218,0.0,0.0988,0.507,100.088,4.0,dance pop,pop
Move B***hLudacris Featuring Mystikal & Infamous 2.0,Ludacris Featuring Mystikal & Infamous 2.0,Move B***h,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",,,,,,,,,,,,,,,,,,,dance pop,pop
It's Okay (One Blood)The Game Featuring Junior Reid,The Game Featuring Junior Reid,It's Okay (One Blood),"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",5hg3xm9mxcz9Xb6r59y9Ow,,Doctor's Advocate,True,257600.0,50.0,0.604,0.867,7.0,-5.547,1.0,0.262,0.00112,0.0,0.133,0.614,163.411,4.0,pop rap,rap
MagnificentRick Ross Featuring John Legend,Rick Ross Featuring John Legend,Magnificent,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2rz6VejmNOpW1alXsDERp1,,Deeper Than Rap,True,257480.0,49.0,0.615,0.747,7.0,-7.217,1.0,0.156,0.00913,0.0,0.0888,0.421,91.347,4.0,pop rap,rap
Gotta Make ItTrey Songz Featuring Twista,Trey Songz Featuring Twista,Gotta Make It,"['dance pop', 'pop', 'pop rap', 'r&b', 'trap', 'urban contemporary']",4xONUhRpKk1UIBsCSdviQo,https://p.scdn.co/mp3-preview/49e0bbef16569927bf236c0bd14b3812cd678661?cid=b8d3901151d34489a160e3cf0ab1fa94,I Gotta Make It,False,243279.0,47.0,0.753,0.881,7.0,-5.063,1.0,0.0688,0.0909,0.0,0.173,0.808,140.007,4.0,dance pop,pop
If You Were MineMarcos Hernandez,Marcos Hernandez,If You Were Mine,[],,,,,,,,,,,,,,,,,,,,
Georgia ClayJosh Kelley,Josh Kelley,Georgia Clay,"['acoustic pop', 'neo mellow']",26AGhzVb4qXRy1QBMR7lzG,,Georgia Clay,False,183760.0,36.0,0.612,0.731,6.0,-5.022,1.0,0.0317,0.0699,0.0,0.188,0.56,106.982,4.0,neo mellow,neo mellow
Money In The BankSwizz Beatz,Swizz Beatz,Money In The Bank,"['battle rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",6dRJV7zQ6S8BDdzMdV0MPW,,One Man Band Man,True,191920.0,52.0,0.837,0.697,0.0,-5.955,1.0,0.299,0.0108,0.0,0.377,0.631,97.927,4.0,pop rap,rap
EnergyKeri Hilson,Keri Hilson,Energy,"['dance pop', 'deep pop r&b', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",0VI3YNoksmAn0LMnTVhBkq,,In A Perfect World...,False,209840.0,48.0,0.416,0.782,11.0,-5.67,1.0,0.226,0.0917,0.0,0.105,0.602,75.451,4.0,dance pop,pop
Drink To That All NightJerrod Niemann,Jerrod Niemann,Drink To That All Night,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",3M31S6f0z8S3nkFh3eS06W,https://p.scdn.co/mp3-preview/3e1f057daa61f7a1e102d23a3dda49646b821482?cid=b8d3901151d34489a160e3cf0ab1fa94,High Noon,False,224813.0,61.0,0.639,0.846,9.0,-6.184,0.0,0.0439,0.0325,0.0,0.116,0.475,115.965,4.0,country,country
Family ManCraig Campbell,Craig Campbell,Family Man,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock', 'redneck']",7a1538puknbXpg5LnYNwBX,,Craig Campbell,False,219186.0,42.0,0.554,0.621,11.0,-7.076,1.0,0.0269,0.162,2.56e-05,0.155,0.151,155.817,4.0,country,country
Hey Pretty GirlKip Moore,Kip Moore,Hey Pretty Girl,"['contemporary country', 'country', 'country road', 'modern country rock']",75p6fgACKYIyIhsoG411SZ,,Up All Night,False,215920.0,60.0,0.291,0.4,2.0,-10.615,1.0,0.0306,0.145,1.86e-05,0.259,0.0935,83.112,1.0,country,country
How Many Drinks?Miguel,Miguel,How Many Drinks?,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",5ctk3VJoHoURSiwkCJn2bf,https://p.scdn.co/mp3-preview/c8616c48fd7aa6950f6e46268033065145e317be?cid=b8d3901151d34489a160e3cf0ab1fa94,Kaleidoscope Dream,True,272986.0,60.0,0.379,0.608,0.0,-7.011,0.0,0.134,0.00311,0.000614,0.248,0.241,81.822,4.0,dance pop,pop
FirecrackerJosh Turner,Josh Turner,Firecracker,"['contemporary country', 'country', 'country road', 'modern country rock']",6qqZ3ZyjCrXNdrRB17qX5k,,Best Of,False,208786.0,49.0,0.447,0.969,1.0,-5.748,0.0,0.102,0.097,0.000175,0.0983,0.746,174.799,3.0,country,country
EverybodyKeith Urban,Keith Urban,Everybody,"['australian country', 'contemporary country', 'country', 'country road']",6KCa9qGpQ8eCjjFDFwF1r6,,Greatest Hits,False,237173.0,40.0,0.417,0.488,2.0,-7.029,1.0,0.0292,0.0423,0.0,0.0959,0.206,188.209,4.0,country,country
Good ThingSage The Gemini Featuring Nick Jonas,Sage The Gemini Featuring Nick Jonas,Good Thing,"['dance pop', 'hyphy', 'pop rap', 'rap', 'southern hip hop', 'trap']",5k7KtLUFDlawcjyvo5NpnT,,Nick Jonas X2,True,227120.0,50.0,0.56,0.719,4.0,-6.243,0.0,0.109,0.0166,0.0,0.11,0.21,94.026,4.0,dance pop,pop
Life Ain't Always BeautifulGary Allan,Gary Allan,Life Ain't Always Beautiful,"['contemporary country', 'country', 'country road', 'modern country rock']",3unLUM6bJcy5beGawHpynM,,Tough All Over,False,224613.0,48.0,0.481,0.508,2.0,-7.666,1.0,0.0248,0.216,0.000175,0.105,0.268,86.013,4.0,country,country
Look At YouBig & Rich,Big & Rich,Look At You,"['detroit hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",6hQNZOmjGuiJuArVQLSKro,https://p.scdn.co/mp3-preview/fe96d42899288572e1f41b8e377d9e69ab24ff40?cid=b8d3901151d34489a160e3cf0ab1fa94,Gravity,False,223706.0,50.0,0.503,0.822,11.0,-4.941,1.0,0.0506,0.0681,0.0,0.145,0.714,164.013,4.0,pop rap,rap
I Like It Like ThatHot Chelle Rae Featuring New Boyz,Hot Chelle Rae Featuring New Boyz,I Like It Like That,"['dance pop', 'neo mellow', 'neon pop punk', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",6eFahAdQgABBj1XOM99cBG,https://p.scdn.co/mp3-preview/4888c9786671232554ecb873a55cf8496c74122d?cid=b8d3901151d34489a160e3cf0ab1fa94,Whatever,False,188200.0,64.0,0.742,0.784,1.0,-5.458,1.0,0.0552,0.0308,0.0,0.354,0.65,101.002,4.0,dance pop,pop
High SchoolNicki Minaj Featuring Lil Wayne,Nicki Minaj Featuring Lil Wayne,High School,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'queens hip hop', 'rap']",6bzwoiUt0s1KDOedyy4OtQ,,Pink Friday: Roman Reloaded The Re-Up,True,218746.0,57.0,0.531,0.683,1.0,-4.093,0.0,0.333,0.135,0.00265,0.22,0.212,84.817,4.0,dance pop,pop
Little Red WagonMiranda Lambert,Miranda Lambert,Little Red Wagon,"['contemporary country', 'country', 'country dawn', 'country road']",4sl4UWqzHSG7riBKdralwy,https://p.scdn.co/mp3-preview/d1c8ac64da1234b9f5bd5360af1cc209f70fc5c7?cid=b8d3901151d34489a160e3cf0ab1fa94,Platinum,False,204386.0,56.0,0.584,0.813,6.0,-7.221,1.0,0.0582,0.0297,0.000197,0.272,0.774,95.081,4.0,country,country
Guess Who's BackScarface Featuring Jay-Z & Beanie Sigel,Scarface Featuring Jay-Z & Beanie Sigel,Guess Who's Back,"['conscious hip hop', 'dirty south rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",27dUo79lgLEy4Rk5w3UvSL,,Greatest Hits,True,241573.0,54.0,0.742,0.788,1.0,-9.197,1.0,0.31,0.00961,0.105,0.0864,0.848,85.835,4.0,rap,rap
Notorious B.I.G.The Notorious B.I.G. Featuring Puff Daddy & Lil' Kim,The Notorious B.I.G. Featuring Puff Daddy & Lil' Kim,Notorious B.I.G.,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",3wUdgmsibkz6Ej9jnmzDym,https://p.scdn.co/mp3-preview/2a6d01fa456dce1c121f2b0749d586698d7b98ab?cid=b8d3901151d34489a160e3cf0ab1fa94,The Karaoke Box 201,False,265712.0,0.0,0.692,0.369,5.0,-8.968,1.0,0.0523,0.203,0.903,0.065,0.506,83.973,4.0,rap,rap
I'm A HustlaCassidy,Cassidy,I'm A Hustla,"['adult standards', 'folk', 'lilith', 'vocal jazz']",41D6aNNTmUUd7fWlVNWMN8,https://p.scdn.co/mp3-preview/b72ed2157e70108631a9bcf30419067a3fb77ace?cid=b8d3901151d34489a160e3cf0ab1fa94,I'm A Hustla,True,259933.0,51.0,0.727,0.913,8.0,-5.571,0.0,0.306,0.283,0.0,0.527,0.618,90.985,4.0,lilith,lilith
Got 2 Luv USean Paul Featuring Alexis Jordan,Sean Paul Featuring Alexis Jordan,Got 2 Luv U,"['dance pop', 'dancehall', 'pop', 'pop rap']",21ugcKQyclYBZvzmCXsZ9x,https://p.scdn.co/mp3-preview/c8cd0cbabf0b5f1a2a1234e8b55301c1bceaf841?cid=b8d3901151d34489a160e3cf0ab1fa94,Tomahawk Technique,False,196640.0,48.0,0.605,0.793,7.0,-3.084,0.0,0.297,0.0825,0.0,0.124,0.647,184.032,4.0,dance pop,pop
If I Could Go!Angie Martinez Featuring Lil' Mo & Sacario,Angie Martinez Featuring Lil' Mo & Sacario,If I Could Go!,['hip pop'],,,,,,,,,,,,,,,,,,,hip pop,pop
How 'Bout Them CowgirlsGeorge Strait,George Strait,How 'Bout Them Cowgirls,"['contemporary country', 'country', 'country road']",7DJBy7gCXi2NkcgoIvPLcG,,It Just Comes Natural,False,235800.0,51.0,0.617,0.799,4.0,-4.537,1.0,0.0354,0.395,0.0,0.365,0.452,117.03,4.0,country,country
Hard To LoveLee Brice,Lee Brice,Hard To Love,"['contemporary country', 'country', 'country road', 'modern country rock']",6E9V9TRlVOLjenGjHemzEH,https://p.scdn.co/mp3-preview/74a0da99e8c1452cf915720f783cacefab7a66df?cid=b8d3901151d34489a160e3cf0ab1fa94,Hard 2 Love,False,224293.0,72.0,0.638,0.722,9.0,-6.177,1.0,0.0332,0.0119,0.00808,0.189,0.469,103.017,4.0,country,country
Lookin' For That GirlTim McGraw,Tim McGraw,Lookin' For That Girl,"['contemporary country', 'country', 'country road']",4tK5L8FD5Gl1dSwhzXuU6K,,Lookin' For That Girl,False,261346.0,39.0,0.504,0.848,6.0,-4.388,1.0,0.0362,0.00634,1.41e-05,0.104,0.458,76.965,4.0,country,country
God Made GirlsRaeLynn,RaeLynn,God Made Girls,"['contemporary country', 'country pop', 'deep talent show']",24tygl4LPQcQgeBe7qzY3n,,Origins,False,215013.0,56.0,0.488,0.917,3.0,-2.939,1.0,0.0291,0.0897,3.25e-06,0.135,0.772,156.053,4.0,contemporary country,country
How Country FeelsRandy Houser,Randy Houser,How Country Feels,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",6aUhfNWYnMThF3TGtuYUUu,https://p.scdn.co/mp3-preview/5b97d2ce9ea1505313b2a7a2f657622008985ccc?cid=b8d3901151d34489a160e3cf0ab1fa94,How Country Feels,False,185906.0,68.0,0.678,0.839,7.0,-3.617,1.0,0.0394,0.0379,0.0,0.0742,0.772,104.952,4.0,country,country
Freek-A-LeekPetey Pablo,Petey Pablo,Freek-A-Leek,"['crunk', 'dirty south rap', 'gangster rap', 'hip pop', 'nc hip hop', 'pop rap', 'southern hip hop']",,,,,,,,,,,,,,,,,,,pop rap,rap
Miss CaliforniaDante Thomas Featuring Pras,Dante Thomas Featuring Pras,Miss California,[],,,,,,,,,,,,,,,,,,,,
Get LowLil Jon & The East Side Boyz Featuring Ying Yang Twins,Lil Jon & The East Side Boyz Featuring Ying Yang Twins,Get Low,"['atl hip hop', 'crunk', 'dance pop', 'dirty south rap', 'pop rap', 'southern hip hop']",0jrz4ZQKCsC6h2vzqgHiEp,https://p.scdn.co/mp3-preview/9b70c88e0827399a8cfd55155a348fd5a414e591?cid=b8d3901151d34489a160e3cf0ab1fa94,Crunkest Hits,True,334066.0,65.0,0.771,0.621,1.0,-7.453,1.0,0.0376,0.0295,0.0,0.124,0.154,101.013,4.0,dance pop,pop
My Friends Over YouNew Found Glory,New Found Glory,My Friends Over You,"['easycore', 'emo', 'pop punk', 'post-grunge', 'skate punk']",4pImG3RdbaGfanzQOTFgyr,,Sticks And Stones,False,220200.0,66.0,0.404,0.98,2.0,-4.038,1.0,0.107,0.000193,0.0,0.0742,0.433,177.793,4.0,post-grunge,post-grunge
Love Don't Live HereLady Antebellum,Lady Antebellum,Love Don't Live Here,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",16vNQhg2y5RDkkNaQExLTL,,Lady Antebellum,False,230400.0,48.0,0.653,0.871,1.0,-3.83,1.0,0.0315,0.0625,3.52e-06,0.144,0.62,139.937,4.0,country,country
Love Like WoeThe Ready Set,The Ready Set,Love Like Woe,"['alternative pop rock', 'neon pop punk', 'pixie', 'pop emo', 'pop punk']",4XRZbiVdsA5qv6f6qP70lS,https://p.scdn.co/mp3-preview/ed6685215764159bf3dc4dcd5fabcdcc0d979fff?cid=b8d3901151d34489a160e3cf0ab1fa94,I'm Aliv,False,200453.0,57.0,0.697,0.775,10.0,-4.106,1.0,0.0636,0.139,0.0,0.0737,0.822,90.015,4.0,pop punk,pop
Enough Of No LoveKeyshia Cole Featuring Lil Wayne,Keyshia Cole Featuring Lil Wayne,Enough Of No Love,"['dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary']",759b29QKmhaVSAuMp6AfWr,,Woman To Woman (Deluxe),True,229426.0,43.0,0.64,0.624,10.0,-5.831,0.0,0.152,0.0177,0.0,0.296,0.464,86.802,4.0,dance pop,pop
More Than MilesBrantley Gilbert,Brantley Gilbert,More Than Miles,"['contemporary country', 'country', 'country road', 'modern country rock']",28ov70yrukmJDAFtiThdTS,,Halfway To Heaven (Deluxe Edition),False,252866.0,49.0,0.47,0.778,5.0,-5.992,1.0,0.037,0.0295,0.000225,0.354,0.448,152.005,4.0,country,country
Love's Gonna Make It AlrightGeorge Strait,George Strait,Love's Gonna Make It Alright,"['contemporary country', 'country', 'country road']",1blSBtrZgDJIWQl0BlAyov,,Here For A Good Time,False,228893.0,51.0,0.71,0.86,4.0,-5.313,1.0,0.0311,0.238,0.000499,0.249,0.731,110.995,4.0,country,country
FishCraig Campbell,Craig Campbell,Fish,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock', 'redneck']",3vkieK8FFhFnPtNRGAqVu1,,Craig Campbell,False,167680.0,52.0,0.628,0.667,6.0,-6.282,1.0,0.0385,0.163,0.0,0.127,0.584,160.01,4.0,country,country
On Top Of The WorldImagine Dragons,Imagine Dragons,On Top Of The World,['modern rock'],6KuHjfXHkfnIjdmcIvt9r0,,Night Visions (Deluxe),False,189840.0,67.0,0.635,0.926,0.0,-5.589,1.0,0.151,0.0893,4.53e-06,0.0928,0.761,100.048,4.0,modern rock,rock
DreamsDiana DeGarmo,Diana DeGarmo,Dreams,['idol'],6INtJV1n87U8sigSq9c3eF,https://p.scdn.co/mp3-preview/65415cd7ce8a3e645ed806e5c26245ebebce7631?cid=b8d3901151d34489a160e3cf0ab1fa94,Blue Skies,False,229160.0,8.0,0.551,0.617,10.0,-5.709,1.0,0.0312,0.358,0.0,0.131,0.292,128.19,4.0,idol,idol
One Less Lonely GirlJustin Bieber,Justin Bieber,One Less Lonely Girl,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",69ghzc538EQSVon2Gm3wrr,,My World,False,229106.0,67.0,0.577,0.779,4.0,-4.404,1.0,0.221,0.151,0.0,0.471,0.716,86.985,4.0,dance pop,pop
H*A*MKanye West Jay Z,Kanye West Jay Z,H*A*M,[],,,,,,,,,,,,,,,,,,,,
My Homies StillLil Wayne Featuring Big Sean,Lil Wayne Featuring Big Sean,My Homies Still,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",1cji6jI9LQ5zaStXrydl7F,,I Am Not A Human Being II (Deluxe),True,246560.0,49.0,0.749,0.643,1.0,-5.537,1.0,0.257,0.00124,0.0,0.111,0.472,74.996,4.0,pop rap,rap
One More NightMaroon 5,Maroon 5,One More Night,"['pop', 'pop rock']",4XNrMwGx1SqP01sqkGTDmo,,Overexposed (Deluxe),False,219466.0,68.0,0.71,0.8,5.0,-3.439,0.0,0.0339,0.0563,0.0,0.0834,0.635,93.01,4.0,pop,pop
First TimeLifehouse,Lifehouse,First Time,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']",40Fp6pxcS9l08kL1R50mR4,,Who We Are,False,203640.0,49.0,0.442,0.952,3.0,-2.214,1.0,0.0541,2.41e-05,0.0,0.205,0.505,130.682,4.0,pop rock,rock
HeadsprungLL Cool J,LL Cool J,Headsprung,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'old school hip hop', 'pop rap', 'queens hip hop', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",1GIN41bLhiKeEPeC2vXH8i,,THE DEFinition,False,267320.0,57.0,0.574,0.799,0.0,-5.734,1.0,0.0426,0.0129,2.63e-05,0.0741,0.463,199.804,4.0,pop rap,rap
LandslideDixie Chicks,Dixie Chicks,Landslide,"['contemporary country', 'country', 'country dawn']",5hviCr3lgg6LY6noG6DPKs,https://p.scdn.co/mp3-preview/af6df8a2e82e315c888639d711f7493c19406b14?cid=b8d3901151d34489a160e3cf0ab1fa94,Home,False,230549.0,68.0,0.571,0.438,2.0,-7.007,1.0,0.0279,0.534,1.56e-05,0.187,0.444,145.948,4.0,country,country
