Song,Performer,SongID,Year,Peak Position,Artist_Name
Can't Shake You,Gloriana,Can't Shake YouGloriana,2013,83.0,Gloriana
Sun Daze,Florida Georgia Line,Sun DazeFlorida Georgia Line,2014,44.0,Florida Georgia Line
Sun Daze,Florida Georgia Line,Sun DazeFlorida Georgia Line,2015,44.0,Florida Georgia Line
6 God,Drake,6 GodDrake,2015,83.0,Drake
Can't Stay,Dave Hollister,Can't StayDave Hollister,2000,84.0,Dave Hollister
Don't Dream It's Over,Sixpence None The Richer,Don't Dream It's OverSixpence None The Richer,2003,78.0,Sixpence None The Richer
Stand Up,Ludacris Featuring Shawnna,Stand UpLudacris Featuring Shawnna,2003,1.0,Ludacris
Stand Up,Ludacris Featuring Shawnna,Stand UpLudacris Featuring Shawnna,2003,1.0,Love Tribe
Stand Up,Ludacris Featuring Shawnna,Stand UpLudacris Featuring Shawnna,2003,1.0,Underworld
Stand Up,Ludacris Featuring Shawnna,Stand UpLudacris Featuring Shawnna,2003,1.0,David Lee Roth
Stand Up,Ludacris Featuring Shawnna,Stand UpLudacris Featuring Shawnna,2004,1.0,Ludacris
Stand Up,Ludacris Featuring Shawnna,Stand UpLudacris Featuring Shawnna,2004,1.0,Love Tribe
Stand Up,Ludacris Featuring Shawnna,Stand UpLudacris Featuring Shawnna,2004,1.0,Underworld
Stand Up,Ludacris Featuring Shawnna,Stand UpLudacris Featuring Shawnna,2004,1.0,David Lee Roth
Ser O Parecer,RBD,Ser O ParecerRBD,2006,84.0,RBD
Pork And Beans,Weezer,Pork And BeansWeezer,2008,64.0,Weezer
Bohemian Rhapsody,Glee Cast Featuring Jonathan Groff,Bohemian RhapsodyGlee Cast Featuring Jonathan Groff,2010,84.0,Glee Cast
Bohemian Rhapsody,Glee Cast Featuring Jonathan Groff,Bohemian RhapsodyGlee Cast Featuring Jonathan Groff,2010,84.0,The Braids
Bohemian Rhapsody,Glee Cast Featuring Jonathan Groff,Bohemian RhapsodyGlee Cast Featuring Jonathan Groff,2010,84.0,Queen
Outta Your Mind,Lil Jon Featuring LMFAO,Outta Your MindLil Jon Featuring LMFAO,2010,84.0,Lil Jon
Set You Free,3OH!3,Set You Free3OH!3,2012,84.0,3OH!3
Suit & Tie,Justin Timberlake Featuring JAY Z,Suit & TieJustin Timberlake Featuring JAY Z,2013,3.0,Justin Timberlake
Almost Is Never Enough,Ariana Grande & Nathan Sykes,Almost Is Never EnoughAriana Grande & Nathan Sykes,2013,82.0,Ariana Grande
All About That Bass,Meghan Trainor,All About That BassMeghan Trainor,2014,1.0,Meghan Trainor
All About That Bass,Meghan Trainor,All About That BassMeghan Trainor,2015,1.0,Meghan Trainor
Shell Shocked,"Juicy J, Wiz Khalifa & Ty Dolla $ign Featuring Kill The Noise & Madsonik","Shell ShockedJuicy J, Wiz Khalifa & Ty Dolla $ign Featuring Kill The Noise & Madsonik",2014,84.0,Juicy J
Shell Shocked,"Juicy J, Wiz Khalifa & Ty Dolla $ign Featuring Kill The Noise & Madsonik","Shell ShockedJuicy J, Wiz Khalifa & Ty Dolla $ign Featuring Kill The Noise & Madsonik",2015,84.0,Juicy J
Ready Or Not,Bridgit Mendler,Ready Or NotBridgit Mendler,2012,49.0,Bridgit Mendler
Ready Or Not,Bridgit Mendler,Ready Or NotBridgit Mendler,2012,49.0,After 7
Ready Or Not,Bridgit Mendler,Ready Or NotBridgit Mendler,2012,49.0,Lou Gramm
Ready Or Not,Bridgit Mendler,Ready Or NotBridgit Mendler,2012,49.0,Helen Reddy
Ready Or Not,Bridgit Mendler,Ready Or NotBridgit Mendler,2013,49.0,Bridgit Mendler
Ready Or Not,Bridgit Mendler,Ready Or NotBridgit Mendler,2013,49.0,After 7
Ready Or Not,Bridgit Mendler,Ready Or NotBridgit Mendler,2013,49.0,Lou Gramm
Ready Or Not,Bridgit Mendler,Ready Or NotBridgit Mendler,2013,49.0,Helen Reddy
Bullets In The Gun,Toby Keith,Bullets In The GunToby Keith,2011,83.0,Toby Keith
Bullets In The Gun,Toby Keith,Bullets In The GunToby Keith,2010,83.0,Toby Keith
Sandstorm,Darude,SandstormDarude,2001,83.0,Darude
Cold,Crossfade,ColdCrossfade,2004,81.0,Crossfade
Cold,Crossfade,ColdCrossfade,2005,81.0,Crossfade
Straight Up,Chante Moore,Straight UpChante Moore,2000,83.0,Chante Moore
Straight Up,Chante Moore,Straight UpChante Moore,2000,83.0,Paula Abdul
3 Little Words,Nu Flavor,3 Little WordsNu Flavor,2000,89.0,Nu Flavor
SexyBack,Justin Timberlake,SexyBackJustin Timberlake,2006,1.0,Justin Timberlake
SexyBack,Justin Timberlake,SexyBackJustin Timberlake,2007,1.0,Justin Timberlake
Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,Blurred LinesRobin Thicke Featuring T.I. + Pharrell,2013,1.0,Robin Thicke
Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,Blurred LinesRobin Thicke Featuring T.I. + Pharrell,2014,1.0,Robin Thicke
Bleeding Love,Leona Lewis,Bleeding LoveLeona Lewis,2008,1.0,Leona Lewis
Pon de Replay,Rihanna,Pon de ReplayRihanna,2005,2.0,Rihanna
Rude,MAGIC!,RudeMAGIC!,2014,1.0,MAGIC!
Rude,MAGIC!,RudeMAGIC!,2015,1.0,MAGIC!
Roar,Katy Perry,RoarKaty Perry,2013,1.0,Katy Perry
Roar,Katy Perry,RoarKaty Perry,2014,1.0,Katy Perry
Smack That,Akon Featuring Eminem,Smack ThatAkon Featuring Eminem,2006,2.0,Akon
Smack That,Akon Featuring Eminem,Smack ThatAkon Featuring Eminem,2007,2.0,Akon
Run This Town,"Jay-Z, Rihanna & Kanye West","Run This TownJay-Z, Rihanna & Kanye West",2009,2.0,Jay-Z
Run This Town,"Jay-Z, Rihanna & Kanye West","Run This TownJay-Z, Rihanna & Kanye West",2010,2.0,Jay-Z
Talk Dirty,Jason Derulo Featuring 2 Chainz,Talk DirtyJason Derulo Featuring 2 Chainz,2014,3.0,Jason Derulo
Cheerleader,OMI,CheerleaderOMI,2015,1.0,OMI
Alone Together,Fall Out Boy,Alone TogetherFall Out Boy,2014,71.0,Fall Out Boy
Alone Together,Fall Out Boy,Alone TogetherFall Out Boy,2013,71.0,Fall Out Boy
Bruises,Train Featuring Ashley Monroe,BruisesTrain Featuring Ashley Monroe,2013,79.0,Train
Crash,Gwen Stefani,CrashGwen Stefani,2006,49.0,Gwen Stefani
Show Out,Juicy J Featuring Big Sean & Young Jeezy,Show OutJuicy J Featuring Big Sean & Young Jeezy,2013,75.0,Juicy J
Birthday Sex,Jeremih,Birthday SexJeremih,2009,4.0,Jeremih
I Will Love Again,Lara Fabian,I Will Love AgainLara Fabian,2000,32.0,Lara Fabian
Ghetto Girls,Lil Bow Wow,Ghetto GirlsLil Bow Wow,2001,91.0,Bow Wow
If I Could Go!,Angie Martinez Featuring Lil' Mo & Sacario,If I Could Go!Angie Martinez Featuring Lil' Mo & Sacario,2002,15.0,Angie Martinez
Hate To Say I Told You So,The Hives,Hate To Say I Told You SoThe Hives,2002,86.0,The Hives
My Give A Damn's Busted,Jo Dee Messina,My Give A Damn's BustedJo Dee Messina,2005,63.0,Jo Dee Messina
Homewrecker,Gretchen Wilson,HomewreckerGretchen Wilson,2005,56.0,Gretchen Wilson
Fireman,Lil Wayne,FiremanLil Wayne,2005,32.0,Lil Wayne
Fireman,Lil Wayne,FiremanLil Wayne,2006,32.0,Lil Wayne
Kryptonite (I'm On It),Purple Ribbon All-Stars,Kryptonite (I'm On It)Purple Ribbon All-Stars,2005,35.0,Purple Ribbon All-Stars
Kryptonite (I'm On It),Purple Ribbon All-Stars,Kryptonite (I'm On It)Purple Ribbon All-Stars,2006,35.0,Purple Ribbon All-Stars
Just Might (Make Me Believe),Sugarland,Just Might (Make Me Believe)Sugarland,2005,60.0,Sugarland
Just Might (Make Me Believe),Sugarland,Just Might (Make Me Believe)Sugarland,2006,60.0,Sugarland
Look After You,The Fray,Look After YouThe Fray,2007,59.0,The Fray
Good Directions,Billy Currington,Good DirectionsBilly Currington,2007,42.0,Billy Currington
How Do I Breathe,Mario,How Do I BreatheMario,2007,46.0,Mario
Game's Pain,The Game Featuring Keyshia Cole,Game's PainThe Game Featuring Keyshia Cole,2008,75.0,The Game
Lookin' For A Good Time,Lady Antebellum,Lookin' For A Good TimeLady Antebellum,2008,67.0,Lady Antebellum
Lookin' For A Good Time,Lady Antebellum,Lookin' For A Good TimeLady Antebellum,2009,67.0,Lady Antebellum
Lloro Por Ti,Enrique Iglesias,Lloro Por TiEnrique Iglesias,2008,91.0,Enrique Iglesias
I Wanna Make You Close Your Eyes,Dierks Bentley,I Wanna Make You Close Your EyesDierks Bentley,2009,52.0,Dierks Bentley
I Wanna Make You Close Your Eyes,Dierks Bentley,I Wanna Make You Close Your EyesDierks Bentley,2010,52.0,Dierks Bentley
Loving You No More,Diddy - Dirty Money Featuring Drake,Loving You No MoreDiddy - Dirty Money Featuring Drake,2010,91.0,Diddy
Loving You No More,Diddy - Dirty Money Featuring Drake,Loving You No MoreDiddy - Dirty Money Featuring Drake,2011,91.0,Diddy
Like We Used To,A Rocket To The Moon,Like We Used ToA Rocket To The Moon,2010,91.0,A Rocket To The Moon
Good Good Night,Roscoe Dash,Good Good NightRoscoe Dash,2011,91.0,Roscoe Dash
Good Good Night,Roscoe Dash,Good Good NightRoscoe Dash,2012,91.0,Roscoe Dash
Lonely Boy,The Black Keys,Lonely BoyThe Black Keys,2011,64.0,The Black Keys
Lonely Boy,The Black Keys,Lonely BoyThe Black Keys,2011,64.0,Andrew Gold
Lonely Boy,The Black Keys,Lonely BoyThe Black Keys,2011,64.0,Paul Anka
Lonely Boy,The Black Keys,Lonely BoyThe Black Keys,2012,64.0,The Black Keys
Lonely Boy,The Black Keys,Lonely BoyThe Black Keys,2012,64.0,Andrew Gold
Lonely Boy,The Black Keys,Lonely BoyThe Black Keys,2012,64.0,Paul Anka
I Drive Your Truck,Lee Brice,I Drive Your TruckLee Brice,2013,47.0,Lee Brice
"Heads Carolina, Tails California",Danielle Bradbery,"Heads Carolina, Tails CaliforniaDanielle Bradbery",2013,91.0,Danielle Bradbery
Friday Night,Eric Paslay,Friday NightEric Paslay,2013,47.0,Eric Paslay
Friday Night,Eric Paslay,Friday NightEric Paslay,2014,47.0,Eric Paslay
I'm Outta Love,Anastacia,I'm Outta LoveAnastacia,2000,92.0,Anastacia
Love Sets You Free,Kelly Price & Friends,Love Sets You FreeKelly Price & Friends,2000,91.0,Kelly Price
Missing You,Case,Missing YouCase,2001,4.0,Case
Missing You,Case,Missing YouCase,2001,4.0,Brooks & Dunn
Missing You,Case,Missing YouCase,2001,4.0,Brandy
Missing You,Case,Missing YouCase,2001,4.0,Tina Turner
Missing You,Case,Missing YouCase,2001,4.0,Steve Perry
Missing You,Case,Missing YouCase,2001,4.0,Diana Ross
Missing You,Case,Missing YouCase,2001,4.0,John Waite
Missing You,Case,Missing YouCase,2001,4.0,Dan Fogelberg
Missing You,Case,Missing YouCase,2001,4.0,Ray Peterson
Downfall,TRUSTcompany,DownfallTRUSTcompany,2002,91.0,TRUSTcompany
Ignition,R. Kelly,IgnitionR. Kelly,2002,2.0,R. Kelly
Ignition,R. Kelly,IgnitionR. Kelly,2003,2.0,R. Kelly
Gold Digger,Kanye West Featuring Jamie Foxx,Gold DiggerKanye West Featuring Jamie Foxx,2005,1.0,Kanye West
Gold Digger,Kanye West Featuring Jamie Foxx,Gold DiggerKanye West Featuring Jamie Foxx,2006,1.0,Kanye West
Looking For You,Kirk Franklin,Looking For YouKirk Franklin,2005,61.0,Kirk Franklin
Looking For You,Kirk Franklin,Looking For YouKirk Franklin,2006,61.0,Kirk Franklin
Ever The Same,Rob Thomas,Ever The SameRob Thomas,2006,48.0,Rob Thomas
Mr. Jones,Mike Jones,Mr. JonesMike Jones,2007,92.0,Mike Jones
Hillbilly Deluxe,Brooks & Dunn,Hillbilly DeluxeBrooks & Dunn,2007,86.0,Brooks & Dunn
Love Today,MIKA,Love TodayMIKA,2007,92.0,MIKA
Make Some Noise,Hannah Montana,Make Some NoiseHannah Montana,2007,92.0,Hannah Montana
Migrate,Mariah Carey Featuring T-Pain,MigrateMariah Carey Featuring T-Pain,2008,92.0,Mariah Carey
Get Silly,V.I.C.,Get SillyV.I.C.,2008,29.0,V.I.C.
Eleanor Rigby,David Cook,Eleanor RigbyDavid Cook,2008,92.0,David Cook
Eleanor Rigby,David Cook,Eleanor RigbyDavid Cook,2008,92.0,Aretha Franklin
Eleanor Rigby,David Cook,Eleanor RigbyDavid Cook,2008,92.0,Ray Charles
Eleanor Rigby,David Cook,Eleanor RigbyDavid Cook,2008,92.0,The Beatles
My President,Young Jeezy Featuring Nas,My PresidentYoung Jeezy Featuring Nas,2008,53.0,Jeezy
My President,Young Jeezy Featuring Nas,My PresidentYoung Jeezy Featuring Nas,2009,53.0,Jeezy
If This Isn't Love,Jennifer Hudson,If This Isn't LoveJennifer Hudson,2009,63.0,Jennifer Hudson
Maybach Music 2,"Rick Ross Featuring Kanye West, T-Pain & Lil' Wayne","Maybach Music 2Rick Ross Featuring Kanye West, T-Pain & Lil' Wayne",2009,92.0,Rick Ross
Ice Cream Paint Job,Dorrough,Ice Cream Paint JobDorrough,2009,27.0,Dorrough
Living For The Night,George Strait,Living For The NightGeorge Strait,2009,53.0,George Strait
If It Kills Me,Jason Mraz,If It Kills MeJason Mraz,2009,92.0,Jason Mraz
Love King,The-Dream,Love KingThe-Dream,2010,92.0,The-Dream
Introducing Me,Nick Jonas,Introducing MeNick Jonas,2010,92.0,Nick Jonas
Major Minus,Coldplay,Major MinusColdplay,2011,92.0,Coldplay
I Wouldn't Be A Man,Josh Turner,I Wouldn't Be A ManJosh Turner,2011,92.0,Josh Turner
Little Talks,Of Monsters And Men,Little TalksOf Monsters And Men,2012,20.0,Of Monsters And Men
Little Talks,Of Monsters And Men,Little TalksOf Monsters And Men,2013,20.0,Of Monsters And Men
It's Not Right But It's Okay,Glee Cast,It's Not Right But It's OkayGlee Cast,2012,92.0,Glee Cast
It's Not Right But It's Okay,Glee Cast,It's Not Right But It's OkayGlee Cast,2012,92.0,Whitney Houston
Lamborghini Angels,Lupe Fiasco,Lamborghini AngelsLupe Fiasco,2012,92.0,Lupe Fiasco
He Can't Love U,Jagged Edge,He Can't Love UJagged Edge,2000,15.0,Jagged Edge
Real Live Woman,Trisha Yearwood,Real Live WomanTrisha Yearwood,2000,81.0,Trisha Yearwood
Song For The Lonely,Cher,Song For The LonelyCher,2002,85.0,Cher
Outrageous,Britney Spears,OutrageousBritney Spears,2004,79.0,Britney Spears
Speak,Godsmack,SpeakGodsmack,2006,85.0,Godsmack
Doe Boy Fresh,Three 6 Mafia Featuring Chamillionaire,Doe Boy FreshThree 6 Mafia Featuring Chamillionaire,2007,54.0,Three 6 Mafia
"Ready, Set, Don't Go",Billy Ray Cyrus With Miley Cyrus,"Ready, Set, Don't GoBilly Ray Cyrus With Miley Cyrus",2007,37.0,Billy Ray Cyrus
"Ready, Set, Don't Go",Billy Ray Cyrus With Miley Cyrus,"Ready, Set, Don't GoBilly Ray Cyrus With Miley Cyrus",2008,37.0,Billy Ray Cyrus
Say,John Mayer,SayJohn Mayer,2007,12.0,John Mayer
Say,John Mayer,SayJohn Mayer,2008,12.0,John Mayer
Supernatural Superserious,R.E.M.,Supernatural SuperseriousR.E.M.,2008,85.0,R.E.M.
Cuddy Buddy,Mike Jones Featuring Trey Songz & Twista,Cuddy BuddyMike Jones Featuring Trey Songz & Twista,2008,76.0,Mike Jones
Shake My,Three 6 Mafia Featuring Kalenna,Shake MyThree 6 Mafia Featuring Kalenna,2009,75.0,Three 6 Mafia
Take It Off,Ke$ha,Take It OffKe$ha,2010,8.0,Ke$ha
Strip,Chris Brown Featuring Kevin K-MAC McCall,StripChris Brown Featuring Kevin K-MAC McCall,2011,37.0,Chris Brown
Strip,Chris Brown Featuring Kevin K-MAC McCall,StripChris Brown Featuring Kevin K-MAC McCall,2011,37.0,Adam Ant
Strip,Chris Brown Featuring Kevin K-MAC McCall,StripChris Brown Featuring Kevin K-MAC McCall,2012,37.0,Chris Brown
Strip,Chris Brown Featuring Kevin K-MAC McCall,StripChris Brown Featuring Kevin K-MAC McCall,2012,37.0,Adam Ant
Stubborn Love,The Lumineers,Stubborn LoveThe Lumineers,2012,70.0,The Lumineers
Stubborn Love,The Lumineers,Stubborn LoveThe Lumineers,2013,70.0,The Lumineers
Ooh La La,Britney Spears,Ooh La LaBritney Spears,2013,54.0,Britney Spears
Ooh La La,Britney Spears,Ooh La LaBritney Spears,2013,54.0,Rod Stewart
Ooh La La,Britney Spears,Ooh La LaBritney Spears,2013,54.0,David Hallyday
Ooh La La,Britney Spears,Ooh La LaBritney Spears,2013,54.0,Perfect Gentlemen
Seen It All,Jeezy Featuring Jay Z,Seen It AllJeezy Featuring Jay Z,2014,85.0,Jeezy
Preach,Drake Featuring PARTYNEXTDOOR,PreachDrake Featuring PARTYNEXTDOOR,2015,82.0,Drake
Do What You Gotta Do,Garth Brooks,Do What You Gotta DoGarth Brooks,2000,69.0,Garth Brooks
Do What You Gotta Do,Garth Brooks,Do What You Gotta DoGarth Brooks,2000,69.0,Nina Simone
Do What You Gotta Do,Garth Brooks,Do What You Gotta DoGarth Brooks,2000,69.0,Bobby Vee
"Ryde Or Die, Chick",The Lox Featuring Timbaland And EVE,"Ryde Or Die, ChickThe Lox Featuring Timbaland And EVE",2000,73.0,The Lox
Phantom Limb,The Shins,Phantom LimbThe Shins,2007,86.0,The Shins
Que Hiciste,Jennifer Lopez,Que HicisteJennifer Lopez,2007,86.0,Jennifer Lopez
Before It's Too Late (Sam And Mikaela's Theme),Goo Goo Dolls,Before It's Too Late (Sam And Mikaela's Theme)Goo Goo Dolls,2007,86.0,Goo Goo Dolls
Set The Fire To The Third Bar,Snow Patrol Featuring Martha Wainwright,Set The Fire To The Third BarSnow Patrol Featuring Martha Wainwright,2010,54.0,Snow Patrol
Sick,New Hollow,SickNew Hollow,2010,86.0,New Hollow
Don't Hold Your Breath,Nicole Scherzinger,Don't Hold Your BreathNicole Scherzinger,2011,86.0,Nicole Scherzinger
Roxanne,Juliet Simms,RoxanneJuliet Simms,2012,86.0,Juliet Simms
Roxanne,Juliet Simms,RoxanneJuliet Simms,2012,86.0,The Police
Baby Don't Cry (Keep Ya Head Up II),2Pac + Outlawz,Baby Don't Cry (Keep Ya Head Up II)2Pac + Outlawz,2000,72.0,2Pac
Daddy Won't Sell The Farm,Montgomery Gentry,Daddy Won't Sell The FarmMontgomery Gentry,2000,79.0,Montgomery Gentry
Dirty Little Secret,The All-American Rejects,Dirty Little SecretThe All-American Rejects,2005,9.0,The All-American Rejects
Dirty Little Secret,The All-American Rejects,Dirty Little SecretThe All-American Rejects,2006,9.0,The All-American Rejects
Tell Me Something Good,Glee Cast,Tell Me Something GoodGlee Cast,2010,87.0,Glee Cast
Tell Me Something Good,Glee Cast,Tell Me Something GoodGlee Cast,2010,87.0,Rufus
Sing!,Glee Cast,Sing!Glee Cast,2010,87.0,Glee Cast
She's Not There,Glee Cast,She's Not ThereGlee Cast,2011,87.0,Glee Cast
She's Not There,Glee Cast,She's Not ThereGlee Cast,2011,87.0,Santana
She's Not There,Glee Cast,She's Not ThereGlee Cast,2011,87.0,The Zombies
All By Myself,Glee Cast,All By MyselfGlee Cast,2011,87.0,Glee Cast
All By Myself,Glee Cast,All By MyselfGlee Cast,2011,87.0,Celine Dion
All By Myself,Glee Cast,All By MyselfGlee Cast,2011,87.0,Eric Carmen
Outlaw,50 Cent,Outlaw50 Cent,2011,87.0,50 Cent
Outlaw,50 Cent,Outlaw50 Cent,2011,87.0,War
Ships In The Night,Mat Kearney,Ships In The NightMat Kearney,2011,87.0,Mat Kearney
Disaster,JoJo,DisasterJoJo,2011,87.0,JoJo
Body And Soul,Tony Bennett & Amy Winehouse,Body And SoulTony Bennett & Amy Winehouse,2011,87.0,Tony Bennett
Popular Song,MIKA Featuring Ariana Grande,Popular SongMIKA Featuring Ariana Grande,2013,87.0,MIKA
Come Thru,Drake,Come ThruDrake,2013,87.0,Drake
Strong,One Direction,StrongOne Direction,2013,87.0,One Direction
Day Drinking,Little Big Town,Day DrinkingLittle Big Town,2014,40.0,Little Big Town
18,One Direction,18One Direction,2014,87.0,One Direction
Best Friends,Sophia Grace,Best FriendsSophia Grace,2015,87.0,Sophia Grace
Stressed Out,twenty one pilots,Stressed Outtwenty one pilots,2015,28.0,Twenty One Pilots
Remedy,Adele,RemedyAdele,2015,87.0,Seether
Remedy,Adele,RemedyAdele,2015,87.0,The Black Crowes
Remedy,Seether,RemedySeether,2005,70.0,Seether
Remedy,Seether,RemedySeether,2005,70.0,The Black Crowes
Remedy,Seether,RemedySeether,2006,70.0,Seether
Remedy,Seether,RemedySeether,2006,70.0,The Black Crowes
Piggy Bank,50 Cent,Piggy Bank50 Cent,2005,88.0,50 Cent
Be My Escape,Relient K,Be My EscapeRelient K,2005,82.0,Relient K
Our Country,John Mellencamp,Our CountryJohn Mellencamp,2006,88.0,John Mellencamp
Circle,Marques Houston,CircleMarques Houston,2007,78.0,Marques Houston
Circle,Marques Houston,CircleMarques Houston,2007,78.0,Edie Brickell
Do It,Nelly Furtado,Do ItNelly Furtado,2007,88.0,Nelly Furtado
Do It,Nelly Furtado,Do ItNelly Furtado,2007,88.0,Neil Diamond
Sweet And Low,Augustana,Sweet And LowAugustana,2008,88.0,Augustana
That Song In My Head,Julianne Hough,That Song In My HeadJulianne Hough,2008,88.0,Julianne Hough
Sneakernight,Vanessa Hudgens,SneakernightVanessa Hudgens,2008,88.0,Vanessa Hudgens
BB Good,Jonas Brothers,BB GoodJonas Brothers,2008,88.0,Jonas Brothers
That's Not My Name,The Ting Tings,That's Not My NameThe Ting Tings,2008,39.0,The Ting Tings
That's Not My Name,The Ting Tings,That's Not My NameThe Ting Tings,2009,39.0,The Ting Tings
Talkin' 2 Myself,Eminem Featuring Kobe,Talkin' 2 MyselfEminem Featuring Kobe,2010,88.0,Eminem
Set Fire To The Rain,Adele,Set Fire To The RainAdele,2011,1.0,Adele
Set Fire To The Rain,Adele,Set Fire To The RainAdele,2012,1.0,Adele
Breakthrough,"Bridgit Mendler, Adam Hicks, Naomi Scott & Hayley Kiyoko","BreakthroughBridgit Mendler, Adam Hicks, Naomi Scott & Hayley Kiyoko",2011,88.0,Bridgit Mendler
After Midnight,Blink-182,After MidnightBlink-182,2011,88.0,Blink-182
After Midnight,Blink-182,After MidnightBlink-182,2011,88.0,Maggie Bell
After Midnight,Blink-182,After MidnightBlink-182,2011,88.0,J.J. Cale
After Midnight,Blink-182,After MidnightBlink-182,2011,88.0,Eric Clapton
ABC,Glee Cast,ABCGlee Cast,2011,88.0,Glee Cast
ABC,Glee Cast,ABCGlee Cast,2011,88.0,Jackson 5
As Your Friend,Afrojack Featuring Chris Brown,As Your FriendAfrojack Featuring Chris Brown,2013,88.0,Afrojack
Beneath Your Beautiful,Labrinth Featuring Emeli Sande,Beneath Your BeautifulLabrinth Featuring Emeli Sande,2013,34.0,Labrinth
Beautiful Now,Zedd Featuring Jon Bellion,Beautiful NowZedd Featuring Jon Bellion,2015,64.0,Zedd
Crush Tonight,Fat Joe Featuring Ginuwine,Crush TonightFat Joe Featuring Ginuwine,2002,77.0,Fat Joe
Stay With You,Goo Goo Dolls,Stay With YouGoo Goo Dolls,2006,51.0,Goo Goo Dolls
Catch Me,Demi Lovato,Catch MeDemi Lovato,2009,89.0,Demi Lovato
Catch Me,Demi Lovato,Catch MeDemi Lovato,2009,89.0,Pretty Poison
Physical,Glee Cast Featuring Olivia Newton-John,PhysicalGlee Cast Featuring Olivia Newton-John,2010,89.0,Glee Cast
Physical,Glee Cast Featuring Olivia Newton-John,PhysicalGlee Cast Featuring Olivia Newton-John,2010,89.0,Olivia Newton-John
Bed Intruder Song,Antoine Dodson & The Gregory Brothers Featuring Kelly Dodson,Bed Intruder SongAntoine Dodson & The Gregory Brothers Featuring Kelly Dodson,2010,89.0,Antoine Dodson
Rap Song,T-Pain Featuring Rick Ross,Rap SongT-Pain Featuring Rick Ross,2010,89.0,T-Pain
The Ballad Of Mona Lisa,Panic! At The Disco,The Ballad Of Mona LisaPanic! At The Disco,2011,89.0,Panic! At The Disco
Barbra Streisand,Duck Sauce,Barbra StreisandDuck Sauce,2011,89.0,Duck Sauce
Still Got It,Tyga Featuring Drake,Still Got ItTyga Featuring Drake,2011,89.0,Tyga
Constant Craving,Glee Cast,Constant CravingGlee Cast,2011,89.0,Glee Cast
Constant Craving,Glee Cast,Constant CravingGlee Cast,2011,89.0,K.D. Lang
Sweet Love,Chris Brown,Sweet LoveChris Brown,2012,89.0,Chris Brown
Sweet Love,Chris Brown,Sweet LoveChris Brown,2012,89.0,Anita Baker
Sweet Love,Chris Brown,Sweet LoveChris Brown,2012,89.0,Commodores
Diced Pineapples,Rick Ross Featuring Wale & Drake,Diced PineapplesRick Ross Featuring Wale & Drake,2012,71.0,Rick Ross
Diced Pineapples,Rick Ross Featuring Wale & Drake,Diced PineapplesRick Ross Featuring Wale & Drake,2013,71.0,Rick Ross
Don't Stop The Party,Pitbull Featuring TJR,Don't Stop The PartyPitbull Featuring TJR,2012,17.0,Pitbull
Don't Stop The Party,Pitbull Featuring TJR,Don't Stop The PartyPitbull Featuring TJR,2012,17.0,The Black Eyed Peas
Don't Stop The Party,Pitbull Featuring TJR,Don't Stop The PartyPitbull Featuring TJR,2013,17.0,Pitbull
Don't Stop The Party,Pitbull Featuring TJR,Don't Stop The PartyPitbull Featuring TJR,2013,17.0,The Black Eyed Peas
Don't Stop The Party,The Black Eyed Peas,Don't Stop The PartyThe Black Eyed Peas,2011,86.0,Pitbull
Don't Stop The Party,The Black Eyed Peas,Don't Stop The PartyThe Black Eyed Peas,2011,86.0,The Black Eyed Peas
A Man Who Was Gonna Die Young,Eric Church,A Man Who Was Gonna Die YoungEric Church,2014,89.0,Eric Church
Slow Me Down,Sara Evans,Slow Me DownSara Evans,2014,89.0,Sara Evans
She Came To Give It To You,Usher Featuring Nicki Minaj,She Came To Give It To YouUsher Featuring Nicki Minaj,2014,89.0,Usher
Can't Go For That,Tamia,Can't Go For ThatTamia,2000,84.0,Tamia
Thank You In Advance,Boyz II Men,Thank You In AdvanceBoyz II Men,2000,80.0,Boyz II Men
Thank You In Advance,Boyz II Men,Thank You In AdvanceBoyz II Men,2001,80.0,Boyz II Men
Don't Mess With The Radio,Nivea,Don't Mess With The RadioNivea,2001,90.0,Nivea
Step Daddy,Hitman Sammy Sam,Step DaddyHitman Sammy Sam,2003,90.0,Hitman Sammy Sam
Playa's Only,R. Kelly Featuring The Game,Playa's OnlyR. Kelly Featuring The Game,2005,65.0,R. Kelly
So Excited,Janet Featuring Khia,So ExcitedJanet Featuring Khia,2006,90.0,Janet Jackson
So Excited,Janet Featuring Khia,So ExcitedJanet Featuring Khia,2006,90.0,B.B. King
Roc Boys (And The Winner Is)...,JAY-Z,Roc Boys (And The Winner Is)...JAY-Z,2007,63.0,Jay-Z
Do You Hear What I Hear,Carrie Underwood,Do You Hear What I HearCarrie Underwood,2008,90.0,Carrie Underwood
Our Time Now,Plain White T's,Our Time NowPlain White T's,2008,90.0,Plain White T's
Customer,Raheem DeVaughn,CustomerRaheem DeVaughn,2008,76.0,Raheem DeVaughn
Stepped On My J'z,Nelly Featuring Ciara & JD,Stepped On My J'zNelly Featuring Ciara & JD,2008,90.0,Nelly
She's Country,Jason Aldean,She's CountryJason Aldean,2008,29.0,Jason Aldean
She's Country,Jason Aldean,She's CountryJason Aldean,2009,29.0,Jason Aldean
